,,,vancouverisland (CA-Ca3),,,,oregonYP (US-Me6),,,,WREF NEON,,,,ABBY NEON,,
11/4/22,2022,308,0.38236,0.3851,0.0022,,0.38807,0.38218,0.00171,,0.35672,0.35742,0.00253,,0.39735,0.39557,0.00286
11/5/22,2022,309,0.38296,0.38502,0.0022,,0.38244,0.38174,0.00173,,0.36916,0.35683,0.00246,,0.39927,0.3948,0.00293
11/6/22,2022,310,0.38739,0.3848,0.00226,,0.38238,0.38116,0.00171,,0.34175,0.3562,0.00246,,0.39385,0.39393,0.00288
11/7/22,2022,311,0.38651,0.38454,0.0022,,0.38576,0.38043,0.00171,,0.34083,0.35587,0.00253,,0.39791,0.39286,0.00291
11/8/22,2022,312,0.38103,0.38435,0.0022,,0.37549,0.37978,0.00173,,0.34939,0.35614,0.00249,,0.38505,0.39164,0.003
11/9/22,2022,313,0.37979,0.38397,0.00226,,0.37872,0.37912,0.00171,,0.36319,0.35653,0.00253,,0.38063,0.38993,0.00296
11/10/22,2022,314,0.3853,0.38317,0.0022,,0.37757,0.37828,0.00168,,0.36297,0.35731,0.00246,,0.39156,0.38782,0.003
11/11/22,2022,315,0.38554,0.38203,0.00211,,0.3775,0.37744,0.00171,,0.36091,0.35865,0.00246,,0.39672,0.38599,0.00308
11/12/22,2022,316,0.38387,0.38081,0.00211,,0.37519,0.37679,0.00173,,0.36307,0.35954,0.00253,,0.38326,0.38423,0.003
11/13/22,2022,317,0.38876,0.37978,0.0022,,0.37867,0.37623,0.00171,,0.36211,0.3603,0.00249,,NA,0.38215,0.00288
11/14/22,2022,318,0.38376,0.37921,0.00226,,0.37499,0.37565,0.00171,,0.36119,0.36097,0.00253,,0.37964,0.38009,0.00287
11/15/22,2022,319,0.3699,0.37899,0.0022,,0.37363,0.37515,0.00173,,0.36107,0.36053,0.00246,,0.37915,0.37838,0.00299
11/16/22,2022,320,0.36879,0.37887,0.0022,,0.37502,0.3748,0.0017,,0.35997,0.35954,0.00246,,0.37397,0.37737,0.00306
11/17/22,2022,321,0.37669,0.37893,0.00226,,0.36704,0.37458,0.00165,,0.35733,0.35888,0.00253,,0.37219,0.37712,0.00296
11/18/22,2022,322,0.3786,0.37979,0.0022,,0.37513,0.37444,0.00163,,0.35626,0.35837,0.00249,,0.37359,0.37736,0.00282
11/19/22,2022,323,0.37749,0.38125,0.0022,,0.37287,0.37432,0.00165,,0.35586,0.35787,0.00253,,0.37313,0.3779,0.00278
11/20/22,2022,324,0.38059,0.38205,0.00226,,0.37589,0.37416,0.0017,,0.35966,0.35812,0.00245,,0.37645,0.37856,0.00286
11/21/22,2022,325,0.38289,0.38233,0.0022,,0.37694,0.37389,0.00173,,0.36109,0.35885,0.00238,,0.38285,0.37915,0.00293
11/22/22,2022,326,0.38919,0.38282,0.00212,,0.37953,0.3736,0.00171,,0.34405,0.35945,0.00245,,0.38649,0.38,0.00286
11/23/22,2022,327,0.38731,0.38318,0.00213,,0.37254,0.37335,0.00168,,0.36255,0.35931,0.00253,,0.38787,0.38133,0.00275
11/24/22,2022,328,0.39167,0.38307,0.00222,,0.37146,0.37308,0.00171,,0.36047,0.35847,0.00246,,0.37652,0.3828,0.00275
11/25/22,2022,329,0.38273,0.38216,0.00228,,0.37223,0.37274,0.00173,,0.36591,0.3574,0.00246,,0.3849,0.38404,0.00286
11/26/22,2022,330,0.38575,0.37976,0.00221,,0.37013,0.37226,0.00171,,0.36324,0.35611,0.00253,,0.38539,0.38471,0.00293
11/27/22,2022,331,0.38027,0.37606,0.00212,,0.37406,0.37171,0.00171,,0.35344,0.3538,0.00249,,0.38944,0.38452,0.00287
11/28/22,2022,332,0.37592,0.372,0.00213,,0.37401,0.37119,0.00173,,0.36271,0.35139,0.00253,,0.38334,0.38385,0.00287
11/29/22,2022,333,0.36209,0.36856,0.00223,,0.36987,0.37064,0.00171,,0.3389,0.34917,0.00246,,0.376,0.38343,0.00293
11/30/22,2022,334,0.36269,0.36668,0.0023,,0.36656,0.36995,0.00168,,0.34289,0.34643,0.00246,,0.38689,0.38297,0.00287
12/1/22,2022,335,0.35944,0.36642,0.00226,,0.37038,0.36926,0.00171,,0.33883,0.34432,0.00253,,0.38409,0.3822,0.00287
12/2/22,2022,336,0.34825,0.36699,0.00219,,0.37096,0.36869,0.00173,,0.33713,0.34239,0.00249,,0.39105,0.38182,0.00293
12/3/22,2022,337,0.35631,0.3681,0.00221,,0.37075,0.3682,0.00171,,0.34093,0.34072,0.00253,,0.37626,0.3821,0.00285
12/4/22,2022,338,0.37309,0.36945,0.00232,,0.3562,0.3677,0.00171,,0.3386,0.34009,0.00246,,0.3767,0.38271,0.00274
12/5/22,2022,339,NA,0.37074,0.00239,,0.3687,0.36727,0.00173,,0.34178,0.33996,0.00246,,0.37243,0.38343,0.00274
12/6/22,2022,340,0.38282,0.37352,0.00233,,0.3694,0.36694,0.00171,,0.34749,0.34018,0.00253,,0.38267,0.38402,0.00285
12/7/22,2022,341,0.38617,0.3777,0.00231,,0.36858,0.36668,0.00168,,0.34998,0.34131,0.00249,,0.38539,0.38425,0.00293
12/8/22,2022,342,0.38359,0.38049,0.00235,,0.36561,0.36646,0.00171,,0.33739,0.34276,0.00253,,0.39054,0.38425,0.00286
12/9/22,2022,343,0.38235,0.38223,0.00229,,0.367,0.36621,0.00173,,0.3377,0.34417,0.00245,,0.38594,0.38425,0.00275
12/10/22,2022,344,0.38304,0.38418,0.00225,,0.37094,0.36603,0.00171,,0.3411,0.34611,0.00238,,0.3878,0.38417,0.00277
12/11/22,2022,345,0.38365,0.3849,0.00228,,0.3586,0.36593,0.00171,,0.34387,0.34808,0.00245,,0.3864,0.38393,0.00288
12/12/22,2022,346,0.37881,0.38342,0.00221,,0.36701,0.36578,0.00174,,0.35246,0.34956,0.00253,,0.38951,0.38345,0.00296
12/13/22,2022,347,0.38208,0.38028,0.00211,,0.36559,0.36554,0.00171,,0.35229,0.35111,0.00246,,0.38472,0.38233,0.00288
12/14/22,2022,348,0.38301,0.37637,0.00211,,0.36584,0.36527,0.00166,,0.35784,0.35295,0.00246,,0.37676,0.38051,0.00278
12/15/22,2022,349,0.37795,0.37254,0.00221,,0.3654,0.36499,0.00164,,0.35699,0.35409,0.00253,,0.37546,0.3785,0.00279
12/16/22,2022,350,0.3748,0.36967,0.00228,,0.36412,0.36473,0.00167,,0.35447,0.35454,0.00249,,0.37359,0.37677,0.00292
12/17/22,2022,351,0.3769,0.36711,0.00222,,0.36457,0.3645,0.00172,,0.35491,0.35469,0.00253,,0.36988,0.3758,0.003
12/18/22,2022,352,0.36692,0.36408,0.00213,,0.36577,0.36432,0.00175,,0.3574,0.35361,0.00246,,0.37565,0.37539,0.00294
12/19/22,2022,353,0.35066,0.36119,0.00212,,0.36713,0.36423,0.00172,,0.35554,0.35161,0.00246,,0.37973,0.37515,0.00299
12/20/22,2022,354,0.34979,0.35906,0.0022,,0.36742,0.36419,0.00171,,0.34186,0.3502,0.00253,,0.38135,0.37531,0.0031
12/21/22,2022,355,0.34421,0.3583,0.00226,,0.36476,0.36417,0.00175,,0.35456,0.34862,0.00249,,0.36937,0.3765,0.00311
12/22/22,2022,356,0.35029,0.35941,0.0022,,0.35392,0.36409,0.00179,,0.34882,0.34714,0.00253,,0.37116,0.37843,0.00322
12/23/22,2022,357,0.35057,0.36201,0.00211,,0.36035,0.36404,0.0018,,0.33994,0.34693,0.00246,,0.35114,0.37996,0.00336
12/24/22,2022,358,0.3712,0.36536,0.00211,,0.36519,0.36402,0.00185,,0.34104,0.34701,0.00246,,0.38566,0.38117,0.00329
12/25/22,2022,359,0.37131,0.36874,0.0022,,0.36639,0.36394,0.00189,,0.3424,0.34719,0.00253,,0.38681,0.3827,0.00317
12/26/22,2022,360,0.37949,0.37144,0.00226,,0.3657,0.36384,0.00188,,0.34723,0.34829,0.00249,,NA,0.3843,0.00318
12/27/22,2022,361,0.38333,0.3747,0.0022,,0.36266,0.36379,0.00192,,0.35026,0.34946,0.00253,,0.38684,0.38572,0.00331
12/28/22,2022,362,0.3851,0.37885,0.0022,,NA,0.36369,0.00199,,0.35857,0.34991,0.00245,,NA,0.38669,0.00338
12/29/22,2022,363,0.37998,0.38185,0.00226,,0.36433,0.36346,0.002,,0.34936,0.35052,0.00238,,0.39052,0.38718,0.00325
12/30/22,2022,364,0.38124,0.3831,0.0022,,0.36692,0.36325,0.002,,0.34929,0.35112,0.00245,,0.39213,0.38737,0.00305
12/31/22,2022,365,0.38732,0.3837,0.0022,,0.36631,0.36304,0.0021,,0.362,0.35151,0.00253,,0.39001,0.3874,0.00294
1/1/23,2023,1,0.38295,0.38419,0.00226,,NA,0.36251,0.00226,,0.35947,0.35142,0.00246,,0.38469,0.38737,0.00298
1/2/23,2023,2,0.38049,0.38433,0.0022,,0.35857,0.3619,0.00251,,0.3523,0.35103,0.00246,,0.37754,0.3874,0.00302
1/3/23,2023,3,0.38371,0.38376,0.00211,,0.36227,0.36157,0.00273,,0.33974,0.35084,0.00253,,0.38503,0.38747,0.00293
1/4/23,2023,4,0.38079,0.38284,0.00211,,0.35752,0.36138,0.0029,,0.33768,0.35076,0.00249,,0.38852,0.38752,0.00279
1/5/23,2023,5,0.38399,0.38192,0.0022,,NA,0.3612,0.00302,,0.35108,0.35065,0.00253,,0.39035,0.38758,0.00277
1/6/23,2023,6,0.37794,0.38134,0.00226,,NA,0.36058,0.00322,,0.35123,0.35078,0.00246,,0.38816,0.38768,0.00288
1/7/23,2023,7,0.38195,0.38094,0.0022,,NA,0.35963,0.00357,,0.35262,0.35104,0.00246,,0.39109,0.38787,0.00297
1/8/23,2023,8,0.37852,0.3804,0.00211,,NA,0.35905,0.00382,,0.35214,0.35122,0.00253,,0.39011,0.38825,0.0029
1/9/23,2023,9,0.38314,0.37987,0.00211,,NA,0.35899,0.00371,,0.35964,0.35155,0.00249,,0.3874,0.38882,0.00278
1/10/23,2023,10,0.38542,0.37951,0.0022,,NA,0.35911,0.00345,,0.35697,0.35193,0.00253,,0.38139,0.38941,0.00276
1/11/23,2023,11,0.38418,0.37948,0.00226,,NA,0.35935,0.00328,,0.35524,0.35192,0.00246,,0.38751,0.38985,0.00286
1/12/23,2023,12,0.3651,0.37981,0.0022,,NA,0.35965,0.00335,,0.34439,0.35178,0.00246,,0.39573,0.38998,0.00293
1/13/23,2023,13,0.37716,0.38038,0.00211,,NA,0.35995,0.00355,,0.34785,0.35174,0.00253,,0.39288,0.38973,0.00285
1/14/23,2023,14,0.37965,0.38108,0.00211,,NA,0.36018,0.00363,,0.34988,0.35132,0.00249,,0.39243,0.38924,0.00274
1/15/23,2023,15,0.3788,0.38181,0.0022,,NA,0.36053,0.00344,,0.34984,0.35091,0.00253,,0.38731,0.38864,0.00274
1/16/23,2023,16,0.38946,0.38247,0.00226,,NA,0.36107,0.00311,,0.35425,0.3512,0.00245,,0.38916,0.38806,0.00285
1/17/23,2023,17,0.38563,0.38349,0.0022,,NA,0.36163,0.00281,,0.35001,0.35176,0.00238,,0.38634,0.38762,0.00293
1/18/23,2023,18,0.38526,0.38486,0.0022,,0.36294,0.36203,0.00262,,0.34623,0.3524,0.00245,,0.38749,0.38733,0.00285
1/19/23,2023,19,0.38721,0.38582,0.00226,,0.36151,0.36225,0.00248,,0.36059,0.35296,0.00253,,0.39108,0.38706,0.00274
1/20/23,2023,20,0.38778,0.38649,0.0022,,0.36088,0.36251,0.00231,,0.35594,0.35371,0.00246,,0.37615,0.38676,0.00274
1/21/23,2023,21,0.38178,0.38721,0.0022,,0.36098,0.36288,0.00207,,0.35218,0.3547,0.00246,,0.38001,0.38639,0.00285
1/22/23,2023,22,0.38851,0.38754,0.00226,,0.36392,0.36318,0.00191,,0.35314,0.35535,0.00253,,0.38935,0.38588,0.00293
1/23/23,2023,23,0.38915,0.38719,0.0022,,0.36183,0.36322,0.00182,,0.35545,0.3556,0.00249,,0.3883,0.38518,0.00285
1/24/23,2023,24,0.38389,0.38635,0.00211,,0.36562,0.36316,0.00179,,0.3584,0.35573,0.00253,,0.38526,0.38431,0.00274
1/25/23,2023,25,0.39136,0.38531,0.00211,,0.36248,0.36315,0.00183,,0.35587,0.35571,0.00246,,0.38677,0.38341,0.00274
1/26/23,2023,26,0.38757,0.38436,0.0022,,0.36564,0.36311,0.00184,,0.35605,0.35555,0.00246,,0.38799,0.38258,0.00285
1/27/23,2023,27,0.38191,0.38378,0.00226,,0.36649,0.36297,0.0018,,0.3564,0.35528,0.00253,,0.38225,0.38196,0.00293
1/28/23,2023,28,0.38422,0.38337,0.0022,,0.36685,0.36291,0.00181,,0.3546,0.35467,0.00249,,0.39163,0.38136,0.00287
1/29/23,2023,29,0.378,0.38289,0.0022,,0.36054,0.36295,0.0018,,0.35197,0.35397,0.00253,,0.37219,0.38069,0.00287
1/30/23,2023,30,0.37731,0.3826,0.00226,,0.3611,0.363,0.00175,,0.35215,0.35314,0.00246,,0.37153,0.38023,0.00293
1/31/23,2023,31,0.35033,0.3826,0.0022,,0.36137,0.36305,0.00174,,0.35387,0.35201,0.00246,,0.3782,0.38,0.00287
2/1/23,2023,32,0.3795,0.38274,0.0022,,0.35968,0.36309,0.00174,,0.35325,0.35126,0.00253,,0.37304,0.37986,0.00287
2/2/23,2023,33,0.38622,0.38291,0.00226,,0.36144,0.36309,0.00172,,0.35269,0.35084,0.00249,,0.37505,0.37978,0.00293
2/3/23,2023,34,0.38634,0.38329,0.0022,,0.36172,0.36307,0.00171,,0.34902,0.35054,0.00253,,0.38624,0.37996,0.00285
2/4/23,2023,35,0.38115,0.384,0.00211,,0.36103,0.36306,0.00173,,0.34794,0.35064,0.00245,,0.38788,0.38052,0.00274
2/5/23,2023,36,0.38843,0.38481,0.00211,,0.36572,0.36307,0.0017,,0.34511,0.35102,0.00238,,0.38682,0.38121,0.00274
2/6/23,2023,37,0.38982,0.3855,0.0022,,0.36358,0.36314,0.00165,,0.35299,0.35148,0.00245,,0.38027,0.3818,0.00285
2/7/23,2023,38,0.38284,0.38584,0.00226,,0.36699,0.36323,0.00163,,0.34862,0.35184,0.00253,,0.38577,0.38206,0.00293
2/8/23,2023,39,0.38429,0.38568,0.0022,,0.3657,0.36332,0.00165,,0.35742,0.35227,0.00246,,0.37811,0.38188,0.00286
2/9/23,2023,40,0.3834,0.38527,0.0022,,0.36291,0.36339,0.0017,,0.35509,0.35288,0.00246,,0.37648,0.38139,0.00276
2/10/23,2023,41,0.38743,0.38494,0.00226,,0.36489,0.36343,0.00173,,0.35626,0.35338,0.00253,,0.38322,0.38077,0.00277
2/11/23,2023,42,0.38671,0.38485,0.0022,,0.3628,0.36344,0.00171,,0.35381,0.35398,0.00249,,0.38355,0.38018,0.00289
2/12/23,2023,43,0.3878,0.38477,0.0022,,0.36227,0.36343,0.00168,,0.35457,0.35453,0.00253,,0.37672,0.3798,0.00296
2/13/23,2023,44,0.38173,0.3845,0.00226,,0.36206,0.36339,0.00171,,0.35084,0.35487,0.00246,,0.3795,0.37977,0.00287
2/14/23,2023,45,0.37909,0.38394,0.0022,,0.36039,0.36332,0.00173,,0.35464,0.35519,0.00246,,0.37878,0.37997,0.00275
2/15/23,2023,46,0.38147,0.38319,0.00211,,0.36194,0.36313,0.00171,,0.35273,0.35514,0.00253,,0.37579,0.38019,0.00276
2/16/23,2023,47,0.38138,0.38231,0.00211,,0.3627,0.36283,0.00171,,0.35366,0.3546,0.00249,,0.37828,0.38023,0.0029
2/17/23,2023,48,0.38338,0.38139,0.0022,,0.36356,0.36261,0.00173,,0.35601,0.3539,0.00253,,0.38367,0.37988,0.003
2/18/23,2023,49,0.38411,0.38049,0.00226,,0.3626,0.36252,0.00171,,0.35602,0.35294,0.00246,,0.38053,0.37901,0.00296
2/19/23,2023,50,0.38481,0.3795,0.0022,,0.36481,0.36245,0.00168,,0.35331,0.3517,0.00246,,0.3798,0.37787,0.003
2/20/23,2023,51,0.38749,0.37832,0.00211,,0.36568,0.36239,0.00171,,0.35936,0.35055,0.00253,,0.38347,0.37684,0.00308
2/21/23,2023,52,0.38268,0.37714,0.00211,,0.36491,0.36232,0.00173,,0.35189,0.34902,0.00249,,0.38202,0.37545,0.00302
2/22/23,2023,53,0.35869,0.37613,0.0022,,0.36324,0.3623,0.00171,,0.33722,0.3475,0.00253,,0.3284,0.37361,0.00302
2/23/23,2023,54,0.36795,0.37545,0.00226,,0.3534,0.36234,0.00171,,0.33764,0.34637,0.00245,,0.35863,0.37231,0.0031
2/24/23,2023,55,0.37582,0.37505,0.0022,,0.36079,0.36231,0.00173,,0.3451,0.34508,0.00238,,0.37332,0.37163,0.00301
2/25/23,2023,56,0.36664,0.37477,0.00211,,0.36208,0.36218,0.00171,,0.35107,0.3439,0.00245,,0.37456,0.37102,0.00287
2/26/23,2023,57,0.38046,0.37463,0.00211,,0.36284,0.362,0.00168,,0.34277,0.34309,0.00253,,0.35799,0.37053,0.00283
2/27/23,2023,58,0.37531,0.37464,0.0022,,0.36274,0.36181,0.00171,,0.33809,0.34282,0.00246,,0.37121,0.37025,0.00291
2/28/23,2023,59,0.37939,0.37483,0.00226,,0.36238,0.36164,0.00173,,0.33878,0.34288,0.00246,,0.36514,0.37024,0.00296
3/1/23,2023,60,0.37766,0.37559,0.0022,,0.36205,0.36144,0.00171,,0.34837,0.34299,0.00253,,0.37528,0.37072,0.00287
3/2/23,2023,61,0.38078,0.37682,0.0022,,0.36358,0.36119,0.00171,,0.3515,0.34329,0.00249,,0.37406,0.37172,0.00275
3/3/23,2023,62,0.37925,0.37778,0.00226,,0.36283,0.36101,0.00173,,0.34455,0.34373,0.00253,,0.37646,0.37296,0.00275
3/4/23,2023,63,0.36865,0.37837,0.0022,,0.36036,0.36086,0.0017,,0.3369,0.34407,0.00245,,0.37262,0.37416,0.00287
3/5/23,2023,64,0.3799,0.37895,0.0022,,0.35896,0.36068,0.00165,,0.34109,0.34448,0.00238,,0.3792,0.37505,0.00296
3/6/23,2023,65,0.37511,0.37944,0.00226,,0.36157,0.36049,0.00163,,0.34375,0.34497,0.00245,,0.37843,0.3756,0.00288
3/7/23,2023,66,0.38222,0.37987,0.0022,,0.35991,0.36034,0.00165,,0.35101,0.34557,0.00253,,0.37677,0.37599,0.00277
3/8/23,2023,67,0.38241,0.3803,0.00211,,0.36126,0.36025,0.0017,,0.34864,0.3464,0.00246,,0.36982,0.37629,0.00275
3/9/23,2023,68,0.38269,0.38071,0.00211,,0.35919,0.36027,0.00173,,0.33794,0.3474,0.00246,,0.37486,0.37657,0.00286
3/10/23,2023,69,0.38193,0.38105,0.0022,,0.35619,0.36043,0.00171,,0.3533,0.34832,0.00253,,0.37467,0.37687,0.00293
3/11/23,2023,70,0.38039,0.38128,0.00226,,0.36069,0.3607,0.00168,,0.35242,0.34947,0.00249,,0.37801,0.37716,0.00287
3/12/23,2023,71,0.38118,0.38134,0.00222,,0.3604,0.361,0.00171,,0.3483,0.35063,0.00253,,0.3835,0.3774,0.00287
3/13/23,2023,72,0.38304,0.38126,0.00222,,0.36395,0.36125,0.00173,,0.34996,0.35151,0.00245,,0.37926,0.37769,0.00293
3/14/23,2023,73,0.38212,0.38122,0.00226,,0.35792,0.36167,0.00171,,0.3543,0.35238,0.00238,,0.37659,0.37821,0.00287
3/15/23,2023,74,0.37929,0.38103,0.00221,,0.36245,0.36226,0.00171,,0.35408,0.35318,0.00245,,0.37787,0.37885,0.00287
3/16/23,2023,75,0.37935,0.38067,0.00221,,0.36243,0.36268,0.00173,,0.35386,0.3538,0.00253,,0.3765,0.37933,0.00293
3/17/23,2023,76,0.37946,0.38048,0.00228,,0.36303,0.36294,0.00171,,0.35441,0.35422,0.00246,,0.37771,0.37956,0.00285
3/18/23,2023,77,0.38149,0.38056,0.00224,,0.36499,0.36325,0.00168,,0.35475,0.35452,0.00246,,0.37805,0.37968,0.00274
3/19/23,2023,78,0.3818,0.38073,0.00218,,0.3642,0.36353,0.00171,,0.35232,0.35476,0.00253,,0.38485,0.37974,0.00274
3/20/23,2023,79,0.37471,0.38096,0.00221,,0.36544,0.36372,0.00173,,0.35597,0.35482,0.00249,,0.38298,0.37982,0.00285
3/21/23,2023,80,0.38382,0.3812,0.00231,,0.36518,0.36375,0.00171,,0.35668,0.35482,0.00253,,0.38012,0.37997,0.00293
3/22/23,2023,81,0.38325,0.38142,0.00238,,0.36658,0.3637,0.00171,,0.35823,0.35493,0.00246,,0.38059,0.38019,0.00285
3/23/23,2023,82,NA,0.38178,0.00233,,0.36606,0.36367,0.00173,,0.3507,0.355,0.00246,,0.37962,0.38041,0.00274
3/24/23,2023,83,0.3821,0.38228,0.00232,,0.3629,0.36353,0.00171,,0.35118,0.35502,0.00253,,0.37862,0.38063,0.00274
3/25/23,2023,84,0.38159,0.38259,0.00237,,0.35946,0.36317,0.00168,,0.35665,0.35496,0.00249,,0.37881,0.38084,0.00285
3/26/23,2023,85,0.38246,0.38269,0.0023,,0.36331,0.36282,0.00171,,0.35695,0.35488,0.00253,,0.38023,0.38102,0.00293
3/27/23,2023,86,0.38372,0.38274,0.00228,,0.36052,0.36268,0.00173,,0.35519,0.35475,0.00246,,0.37977,0.38117,0.00285
3/28/23,2023,87,0.3821,0.38272,0.0023,,0.35901,0.36252,0.00171,,0.35029,0.35453,0.00246,,0.38334,0.38132,0.00274
3/29/23,2023,88,0.38537,0.38251,0.00223,,0.36236,0.36223,0.00171,,0.35877,0.35442,0.00253,,0.38446,0.38149,0.00274
3/30/23,2023,89,0.38423,0.38208,0.00213,,0.36558,0.36219,0.00173,,0.36005,0.35437,0.00249,,0.38536,0.38172,0.00285
3/31/23,2023,90,0.37865,0.38158,0.00212,,0.36405,0.36249,0.0017,,0.34869,0.35437,0.00253,,0.38096,0.38204,0.00293
4/1/23,2023,91,0.38218,0.38114,0.00221,,0.36378,0.36296,0.00165,,0.35644,0.35442,0.00245,,0.37921,0.38247,0.00285
4/2/23,2023,92,0.37863,0.38089,0.00228,,0.36054,0.36355,0.00163,,0.3464,0.35446,0.00238,,0.3799,0.38297,0.00274
4/3/23,2023,93,0.38262,0.38083,0.00222,,0.36227,0.36421,0.00165,,0.35761,0.35455,0.00245,,0.38408,0.38349,0.00274
4/4/23,2023,94,0.38241,0.38085,0.00213,,0.36371,0.36487,0.0017,,0.35619,0.35474,0.00253,,0.38316,0.38396,0.00285
4/5/23,2023,95,0.37674,0.38093,0.00212,,0.36366,0.36547,0.00173,,0.35778,0.35517,0.00246,,0.38195,0.38431,0.00293
4/6/23,2023,96,0.37881,0.38104,0.0022,,0.36514,0.36618,0.00171,,0.35027,0.35577,0.00246,,0.38809,0.38463,0.00285
4/7/23,2023,97,0.38415,0.38114,0.00226,,0.36741,0.36707,0.00168,,0.3584,0.35627,0.00253,,0.38639,0.385,0.00274
4/8/23,2023,98,0.37686,0.38132,0.0022,,0.36575,0.36795,0.00171,,0.36055,0.35692,0.00249,,0.38614,0.38536,0.00274
4/9/23,2023,99,0.38211,0.38163,0.00211,,0.36784,0.36866,0.00173,,0.35455,0.35754,0.00253,,0.38888,0.38563,0.00285
4/10/23,2023,100,0.38499,0.38199,0.00211,,0.37706,0.3692,0.00171,,0.35535,0.35789,0.00246,,0.38687,0.38574,0.00293
4/11/23,2023,101,0.38535,0.38231,0.0022,,0.37433,0.36973,0.00171,,0.36103,0.35819,0.00246,,0.3821,0.38552,0.00285
4/12/23,2023,102,0.38418,0.38252,0.00226,,0.36972,0.37026,0.00173,,0.35954,0.35837,0.00253,,0.37991,0.385,0.00274
4/13/23,2023,103,0.38316,0.38255,0.0022,,0.36983,0.37065,0.00171,,0.35727,0.35822,0.00249,,0.38924,0.38436,0.00274
4/14/23,2023,104,0.38114,0.38249,0.0022,,0.37047,0.37084,0.00168,,0.35908,0.35804,0.00253,,0.38342,0.38382,0.00285
4/15/23,2023,105,0.37514,0.38249,0.00226,,0.3713,0.37106,0.00171,,0.3601,0.35775,0.00246,,0.3855,0.38357,0.00293
4/16/23,2023,106,0.38367,0.38233,0.0022,,0.37532,0.37151,0.00173,,0.35595,0.35723,0.00246,,0.38612,0.38355,0.00285
4/17/23,2023,107,0.38511,0.382,0.0022,,0.37235,0.37192,0.00171,,0.35719,0.35701,0.00253,,0.38106,0.38359,0.00274
4/18/23,2023,108,0.38436,0.38193,0.00226,,0.37064,0.37217,0.00171,,0.35827,0.35688,0.00249,,0.38122,0.38373,0.00274
4/19/23,2023,109,0.38493,0.38218,0.0022,,0.3696,0.37271,0.00173,,0.35635,0.35687,0.00253,,0.38151,0.38402,0.00285
4/20/23,2023,110,0.38072,0.38255,0.00211,,0.36776,0.37366,0.00171,,0.35148,0.35734,0.00245,,0.38312,0.38448,0.00293
4/21/23,2023,111,0.38212,0.38302,0.00211,,0.37397,0.37477,0.00168,,0.35664,0.35807,0.00238,,0.38694,0.38527,0.00287
4/22/23,2023,112,0.37223,0.38357,0.0022,,0.37523,0.37595,0.00171,,0.36067,0.35891,0.00245,,0.38599,0.38628,0.00287
4/23/23,2023,113,0.388,0.38418,0.00226,,0.3782,0.37712,0.00173,,0.35996,0.35973,0.00253,,0.38464,0.38723,0.00293
4/24/23,2023,114,0.38789,0.38503,0.0022,,0.37863,0.37868,0.00171,,0.35993,0.36083,0.00246,,0.39222,0.38833,0.00287
4/25/23,2023,115,0.38913,0.38606,0.0022,,0.37652,0.3806,0.00171,,0.36273,0.36225,0.00246,,0.38922,0.38968,0.00287
4/26/23,2023,116,0.38272,0.38695,0.00226,,0.38068,0.38219,0.00173,,0.36451,0.36336,0.00253,,0.39139,0.39084,0.00293
4/27/23,2023,117,0.38838,0.38783,0.0022,,0.38395,0.38348,0.0017,,0.36502,0.36428,0.00249,,0.39173,0.3918,0.00285
4/28/23,2023,118,0.38963,0.38886,0.0022,,0.38693,0.38488,0.00165,,0.36603,0.36511,0.00253,,0.3945,0.39279,0.00274
4/29/23,2023,119,0.39112,0.38969,0.00226,,0.38952,0.38631,0.00163,,0.3675,0.36553,0.00246,,0.39485,0.39373,0.00274
4/30/23,2023,120,0.39125,0.3902,0.0022,,0.39417,0.38769,0.00165,,0.36574,0.36574,0.00246,,0.39359,0.39454,0.00285
5/1/23,2023,121,0.38959,0.39053,0.00211,,0.3899,0.38891,0.0017,,0.36286,0.36595,0.00253,,0.39157,0.39512,0.00293
5/2/23,2023,122,0.3928,0.39077,0.00211,,0.39137,0.3899,0.00173,,0.36655,0.36593,0.00249,,0.39506,0.39542,0.00285
5/3/23,2023,123,0.39376,0.391,0.0022,,0.39145,0.39051,0.00171,,0.36897,0.36587,0.00253,,0.3974,0.3955,0.00274
5/4/23,2023,124,0.39127,0.39129,0.00225,,0.39402,0.39082,0.00168,,0.36379,0.36589,0.00246,,0.40027,0.39546,0.00274
5/5/23,2023,125,0.38572,0.39155,0.00221,,0.39012,0.39107,0.00171,,0.36347,0.36578,0.00246,,0.39651,0.39542,0.00285
5/6/23,2023,126,0.39057,0.39173,0.00224,,0.38988,0.39149,0.00173,,0.36713,0.36585,0.00253,,0.39547,0.39547,0.00293
5/7/23,2023,127,0.39326,0.392,0.0023,,0.38939,0.39187,0.00171,,0.36584,0.36619,0.00249,,0.39184,0.39557,0.00285
5/8/23,2023,128,0.39265,0.39243,0.00228,,0.38995,0.39204,0.00171,,0.36821,0.36658,0.00253,,0.39585,0.39563,0.00274
5/9/23,2023,129,0.39386,0.39292,0.0023,,0.39082,0.39237,0.00173,,0.36554,0.36712,0.00245,,0.39325,0.39567,0.00274
5/10/23,2023,130,0.39349,0.39337,0.00237,,0.39158,0.39295,0.00171,,0.3658,0.36785,0.00238,,0.39545,0.39573,0.00285
5/11/23,2023,131,0.39288,0.39382,0.00231,,0.39191,0.39359,0.00168,,0.36833,0.3686,0.00245,,0.39512,0.39581,0.00293
